program_name_and_version,EnergyPlus 22.2
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,2.33
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,2.35
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,2.35
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,2.36
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,1.88
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,0.48
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,-1.35
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,-3.48
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,-4.71
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,-4.95
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-4.18
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-2.93
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,-1.24
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,-0.02
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,0.09
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,0.98
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,1.64
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,2.06
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,2.32
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,2.44
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,0.08
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,0.55
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,0.92
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,1.15
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,1.28
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,1.34
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,1.38
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,3.38
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,1.73
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,0.05
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,-0.7
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,-3.08
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,-4.54
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,-4.88
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-4.15
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-2.92
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,-1.24
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,-0.02
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,0.09
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,0.98
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,1.64
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,2.06
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,2.32
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,1.85
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,1.9
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,1.94
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,1.98
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,2.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,2.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,2.01
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,1.71
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,0.81
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,0.06
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,-0.54
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,-1.73
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,-2.2
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-1.88
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-1.21
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,-0.3
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,0.1
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,0.85
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,1.41
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,1.78
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,2.01
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,2.1
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,2.62
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,2.73
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,2.82
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,2.91
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,2.95
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,2.94
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,2.92
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,2.37
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,0.69
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,-1.37
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,-3.66
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,-4.99
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,-5.16
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-4.17
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-2.78
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,-0.99
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,0.46
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,1.62
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,2.22
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,2.6
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,2.88
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,2.99
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,1.25
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,1.36
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,1.44
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,1.5
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,1.53
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,1.55
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,1.55
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,1.16
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,0.15
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,-0.12
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,-2.29
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,-4.38
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,-5.55
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,-5.72
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-5.09
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-3.92
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,-2.24
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,-0.36
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,0.27
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,0.77
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,1.1
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,1.32
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,2.19
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,2.24
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,2.29
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,2.33
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,2.35
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,2.35
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,2.36
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,1.88
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,0.44999999999999996
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,-1.35
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,-3.29
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,-4.75
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,-5.64
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,-5.72
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-4.89
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-3.6
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,-1.88
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,0.03999999999999998
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,1.1
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,1.69
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,2.03
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,2.28
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,2.44
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,2.5
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,1.38
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,1.44
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,1.49
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,1.53
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,1.55
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,1.56
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,1.55
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,1.16
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,-0.1
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,-2.02
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,-3.96
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,-5.42
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,-6.28
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,-6.31
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-5.61
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-4.4
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,-2.7
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,-0.73
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,0.32
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,0.75
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,1.04
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,1.28
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,1.45
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,1.54
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,0.98
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,1.08
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,1.18
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,1.28
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,1.36
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,1.44
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,1.5
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,1.32
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,0.78
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,0.26
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-0.06
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-0.04
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,0.17
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,0.39
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,1.26
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,1.53
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,0.82
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,0.28
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,0.11
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,0.38
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,0.6
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,0.1
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,0.22
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,0.31
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,0.18
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,-0.13
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,-0.77
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,-1.2
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-1.37
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-1.3
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,-0.9
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,-0.23
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,1.13
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,1.23
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,1.33
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,1.43
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,1.5
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,1.56
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,1.62
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,1.43
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,0.86
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,0.35
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,-0.27
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,-0.96
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,-1.66
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,-2.05
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-2.09
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-1.91
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,-1.41
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,-0.64
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,-0.19
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,0.1
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,0.33
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,0.56
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,0.75
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,0.89
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,0.5
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,0.59
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,0.67
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,0.74
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,0.78
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,0.81
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,0.84
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,0.68
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,0.23
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,-0.37
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,-1.07
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,-1.83
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,-2.53
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,-2.89
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-2.94
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-2.75
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,-2.23
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,-1.41
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,-0.93
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,-0.62
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,-0.37
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,-0.14
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,0.05
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,0.19
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,-0.36
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,-1.46
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,-2.42
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,-2.85
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,-2.91
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-2.64
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-2.22
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,-1.76
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,-1.37
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,-0.98
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,-0.57
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,-0.23
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,-0.05
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,-0.17
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,-0.89
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,-1.6
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,-1.91
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,-2.01
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-1.9
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-1.69
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,-1.41
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,-1.14
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,-0.85
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,-0.52
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,-0.24
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 22,-0.08
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 23,-0.01
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 24,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 4,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 5,0.12
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 6,0.1
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 7,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 8,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 9,0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 10,-0.43
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 11,-1.76
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 12,-2.89
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 13,-3.38
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 14,-3.45
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 15,-3.11
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 16,-2.53
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 17,-1.94
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 18,-1.46
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 19,-1.02
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 20,-0.55
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 21,-0.18
